794439.6946564886, 09:42:02
794437.4045801527, 09:42:02
794437.4045801527, 09:42:02
794444.2748091603, 09:42:04
794439.6946564886, 09:42:04
794447.7099236641, 09:42:06
794447.7099236641, 09:42:04
794448.854961832, 09:42:07
794450, 09:42:09
794450, 09:42:10
794451.145038168, 09:42:13
794456.8702290077, 09:42:16
794453.4351145038, 09:42:14
794452.2900763359, 09:42:11
794453.4351145038, 09:42:17
794453.4351145038, 09:42:17
794453.4351145038, 09:42:18
794454.5801526718, 09:42:20
794454.5801526718, 09:42:20
794456.8702290077, 09:42:22
794456.8702290077, 09:42:25
794456.8702290077, 09:42:23
794456.8702290077, 09:42:26
794458.0152671756, 09:42:28
794460.3053435115, 09:42:30
794459.1603053436, 09:42:29
794461.4503816793, 09:42:32
794461.4503816793, 09:42:33
794461.4503816793, 09:42:34
794466.0305343511, 09:42:36
794462.5954198473, 09:42:38
794462.5954198473, 09:42:37
794462.5954198473, 09:42:39
794466.0305343511, 09:42:41
794467.1755725191, 09:42:42
794467.1755725191, 09:42:44
794469.465648855, 09:42:45
794469.465648855, 09:42:46
794470.6106870229, 09:42:47
794471.7557251909, 09:42:48
794472.9007633588, 09:42:49
794474.0458015268, 09:42:50
794475.1908396947, 09:42:51
794476.3358778626, 09:42:52
794477.4809160306, 09:42:53
794479.7709923664, 09:42:54
794482.0610687023, 09:42:56
794484.3511450381, 09:42:57
794487.786259542, 09:42:58
794490.0763358779, 09:42:59
794492.3664122138, 09:43:00
794495.8015267176, 09:43:01
794498.0916030535, 09:43:02
794504.9618320611, 09:43:04
794509.5419847328, 09:43:04
794515.2671755726, 09:43:05
794522.1374045801, 09:43:06
794529.0076335878, 09:43:06
794531.2977099237, 09:43:07
794535.8778625954, 09:43:07
794542.748091603, 09:43:08
794547.3282442748, 09:43:08
794553.0534351146, 09:43:08
794563.358778626, 09:43:09
794551.9083969466, 09:43:09
794571.3740458016, 09:43:09
794575.9541984732, 09:43:09
794579.3893129771, 09:43:09
794582.8244274809, 09:43:10
794590.8396946565, 09:43:10
794600, 09:43:10
794611.4503816793, 09:43:10
794616.0305343511, 09:43:10
794626.3358778626, 09:43:11
794637.786259542, 09:43:11
794650.3816793893, 09:43:11
794664.1221374046, 09:43:11
794675.572519084, 09:43:12
794682.4427480916, 09:43:12
794692.748091603, 09:43:12
794703.0534351146, 09:43:12
794713.358778626, 09:43:12
794722.5190839695, 09:43:12
794735.1145038168, 09:43:12
794750, 09:43:12
794761.4503816793, 09:43:12
794768.320610687, 09:43:12
794774.0458015268, 09:43:12
794791.2213740458, 09:43:12
794814.1221374046, 09:43:12
794824.427480916, 09:43:12
794840.4580152672, 09:43:12
794850.7633587787, 09:43:12
794870.2290076336, 09:43:12
794891.9847328244, 09:43:13
794906.8702290077, 09:43:11
794932.0610687023, 09:43:12
794944.6564885497, 09:43:12
794958.3969465649, 09:43:12
794966.4122137405, 09:43:12
794976.7175572519, 09:43:12
794995.0381679389, 09:43:12
795017.9389312977, 09:43:12
795027.0992366412, 09:43:12
795043.1297709923, 09:43:12
795052.2900763359, 09:43:12
795060.3053435115, 09:43:12
795067.1755725191, 09:43:12
795085.4961832061, 09:43:12
795103.8167938931, 09:43:12
795111.8320610687, 09:43:12
795123.2824427481, 09:43:12
795129.0076335878, 09:43:12
795142.748091603, 09:43:12
795158.7786259542, 09:43:12
795173.6641221374, 09:43:13
795183.9694656489, 09:43:13
795191.9847328244, 09:43:13
795197.7099236641, 09:43:13
793814.5038167939, 09:43:13
793820.2290076336, 09:43:13
793824.8091603053, 09:43:13
793833.9694656489, 09:43:13
793847.7099236641, 09:43:13
793859.1603053436, 09:43:13
793863.7404580152, 09:43:13
793874.0458015268, 09:43:13
793880.9160305343, 09:43:13
793899.2366412213, 09:43:13
793911.8320610687, 09:43:13
793923.2824427481, 09:43:14
793938.1679389313, 09:43:14
793949.6183206107, 09:43:14
793955.3435114503, 09:43:14
793959.9236641221, 09:43:14
793969.0839694657, 09:43:14
793972.5190839695, 09:43:14
793983.9694656489, 09:43:14
793998.854961832, 09:43:14
794010.3053435115, 09:43:14
794024.0458015268, 09:43:14
794030.9160305343, 09:43:14
794044.6564885497, 09:43:14
794052.6717557252, 09:43:14
794059.5419847328, 09:43:14
794068.7022900763, 09:43:14
794074.427480916, 09:43:14
794081.2977099237, 09:43:14
794096.1832061069, 09:43:14
794107.6335877862, 09:43:14
794113.358778626, 09:43:14
794121.3740458016, 09:43:14
794123.6641221374, 09:43:14
794131.679389313, 09:43:14
794138.5496183207, 09:43:14
794151.145038168, 09:43:14
794160.3053435115, 09:43:14
794179.7709923664, 09:43:14
794186.641221374, 09:43:14
794190.0763358779, 09:43:14
794196.9465648856, 09:43:14
794206.106870229, 09:43:14
794170.6106870229, 09:43:14
794220.9923664122, 09:43:14
794240.4580152672, 09:43:14
794249.6183206107, 09:43:15
794263.358778626, 09:43:15
794267.9389312977, 09:43:15
794274.8091603053, 09:43:15
794282.8244274809, 09:43:15
794293.1297709923, 09:43:15
794305.7251908397, 09:43:15
794311.4503816793, 09:43:16
794317.1755725191, 09:43:16
794329.7709923664, 09:43:16
794322.9007633588, 09:43:16
794337.786259542, 09:43:16
794346.9465648856, 09:43:17
794354.9618320611, 09:43:17
794365.2671755726, 09:43:17
794372.1374045801, 09:43:18
794379.0076335878, 09:43:18
794385.8778625954, 09:43:19
794391.6030534351, 09:43:19
794396.1832061069, 09:43:20
794401.9083969466, 09:43:20
794404.1984732825, 09:43:20
794409.9236641221, 09:43:21
794415.6488549619, 09:43:21
794417.9389312977, 09:43:22
794421.3740458016, 09:43:23
794424.8091603053, 09:43:24
794427.0992366412, 09:43:24
794431.679389313, 09:43:26
794433.9694656489, 09:43:27
