X	Y
0	103.0000
1	107.0566
2	110.2002
3	111.6434
4	111.7293
5	111.0606
6	111.4953
7	112.6137
8	114.2936
9	114.6667
10	115.0696
11	115.4471
12	115.7242
13	116.1846
14	116.5012
15	116.6667
16	116.1450
17	115.7271
18	116.0321
19	116.7067
20	117.1752
21	116.6667
22	116.8941
23	117.0886
24	117.4111
25	118.6667
26	118.8894
27	119.7724
28	120.2945
29	119.6622
30	119.2877
31	118.1131
32	117.5469
33	114.6801
34	115.6502
35	117.5740
36	118.5905
37	119.5606
38	118.7733
39	117.8326
40	116.8625
41	117.4847
42	116.7361
43	115.1152
44	114.8918
45	116.0059
46	118.0726
47	119.0654
48	118.5402
49	118.0235
50	117.7930
51	117.7355
52	117.1716
53	116.1657
54	115.4738
55	115.5818
56	116.8222
57	117.9869
58	118.2661
59	119.1632
60	119.5622
61	120.0000
62	120.3243
63	122.0326
64	122.6537
65	124.5552
66	124.9665
67	124.0022
68	124.0000
69	124.6882
70	124.0695
71	124.2462
72	124.0704
73	123.7583
74	123.9887
75	124.2353
76	123.7040
77	123.6745
78	123.9171
79	124.1596
80	124.7659
81	125.0000
82	125.5486
83	125.8703
84	125.6278
85	125.3853
86	125.5718
87	126.0398
88	126.7116
89	127.5848
90	127.9839
91	128.5430
92	129.0989
93	129.4312
94	129.4589
95	129.1797
96	128.7460
97	129.9060
98	130.3873
99	131.3333
100	131.3281
101	131.3238
102	131.3568
103	131.3333
104	131.3333
105	131.3333
106	130.5022
107	131.8960
108	132.1405
109	131.8980
110	132.8494
111	133.3333
112	133.4395
113	133.7388
114	133.9813
115	134.2854
116	134.3333
117	134.2083
118	134.5695
119	135.0546
120	135.2302
121	134.9876
122	134.7451
123	134.7709
124	135.4066
125	135.6491
126	135.9947
127	136.3333
128	136.3333
129	136.3333
130	136.3333
131	136.2303
132	135.3468
133	135.6072
134	136.3304
135	136.0836
136	136.3322
137	136.3549
138	136.7980
139	136.3782
140	136.3711
141	137.1182
142	137.3333
143	137.5644
144	136.6967
145	136.3890
146	136.7569
147	136.3945
148	136.2529
149	136.9535
150	137.5168
151	137.6353
152	138.1973
153	137.9072
154	137.5912
155	137.4425
156	137.2791
157	137.2802
158	137.3333
159	137.3333
160	137.1589
161	136.3713
162	136.3333
163	136.3333
164	136.2256
165	134.9169
166	134.0000
167	134.0000
168	134.0000
169	134.9478
170	134.0633
171	133.1617
172	131.4679
173	130.2147
174	129.0686
175	128.0797
176	126.1717
177	125.3546
178	124.6001
179	124.0659
180	123.6786
181	123.1187
182	122.6092
183	121.7732
184	122.6248
185	122.1152
186	121.8308
187	122.2379
188	122.3906
189	125.3427
190	128.8000
191	130.9258
192	132.8253
193	134.0703
194	135.3333
195	135.5538
196	137.0745
197	138.6163
198	141.3535
199	141.6470
200	142.8386
201	143.0811
202	144.2849
203	145.2647
204	146.2348
205	146.3333
206	146.0528
207	146.8118
208	147.3483
209	147.1706
210	146.9498
211	146.3078
212	146.0000
213	146.0000
214	146.2008
215	147.0626
216	148.1332
217	149.5872
218	151.3299
219	152.3398
220	152.6442
221	152.2437
222	151.6366
223	150.9722
224	150.3705
225	149.1579
226	147.9453
227	146.9580
228	147.1840
229	148.0830
230	149.0437
231	151.2412
232	150.5823
233	150.2988
234	149.3333
235	149.3333
236	149.3333
237	149.3333
238	149.3333
239	149.3024
240	148.6783
241	148.4252
242	148.3333
243	147.6464
244	148.0390
245	149.0091
246	149.3333
247	148.7173
248	148.2475
249	147.9443
250	148.5605
251	150.2012
252	151.7454
253	151.9742
254	151.5696
255	151.7689
256	152.2466
257	151.4743
258	149.7590
259	148.5906
260	149.3333
261	149.3333
262	149.5009
263	150.3495
264	150.6667
265	150.7446
266	151.6421
267	150.9258
268	151.6549
269	151.6667
270	152.1475
271	152.1895
272	151.6753
273	151.8425
274	152.5620
275	153.2078
276	153.6039
277	153.2135
278	153.8657
279	154.3315
280	153.4317
281	152.3669
282	152.1054
283	152.4258
284	152.6691
285	152.7867
286	153.3161
287	153.6667
288	153.6667
289	153.6667
290	153.6667
291	153.6667
292	153.8880
293	154.6812
294	154.9055
295	154.6667
296	154.5659
297	154.0303
298	154.2728
299	154.5154
300	154.7655
301	155.0000
302	155.0000
303	155.0000
304	155.0000
305	153.2358
306	153.2131
307	153.9033
308	154.5532
309	154.9406
310	155.0000
311	155.0000
312	155.0000
313	154.4144
314	154.5191
315	154.6042
316	154.3617
317	154.1192
318	154.0000
319	154.0000
320	153.8302
321	153.9111
322	153.9415
323	154.3440
324	154.8183
325	154.1281
326	153.6983
327	153.0000
328	153.0000
329	152.8354
330	152.0000
331	152.0000
332	152.0750
333	153.0000
334	153.0151
335	153.7426
336	153.9782
337	154.0000
338	154.0000
339	154.0000
340	153.6164
341	153.2985
342	153.0560
343	153.6069
344	153.8782
345	154.6863
346	155.6000
347	156.2151
348	155.4440
349	155.0803
350	155.1158
351	154.4931
352	154.0000
353	154.0000
354	153.5827
355	153.0375
356	153.2180
357	153.0000
358	153.0000
359	153.0000
360	153.0000
361	153.0000
362	152.8585
363	152.0000
364	152.0000
365	152.0000
366	152.0000
367	152.0072
368	152.2497
369	152.4922
370	152.7347
371	152.9773
372	152.7802
373	152.5377
374	152.0533
375	152.0000
376	152.0000
377	152.0000
378	152.0000
379	153.9544
380	154.3600
381	153.6355
382	153.0648
383	152.8257
384	152.4172
385	152.0000
386	151.5394
387	151.0000
388	151.0000
389	150.6291
390	150.0000
391	150.2576
392	151.0703
393	151.2342
394	150.9015
395	150.4535
396	148.9596
397	148.6226
398	148.0000
399	148.0000
400	148.0004
401	148.2500
402	148.0088
403	148.0000
404	146.1550
405	146.0000
406	145.5390
407	146.5410
408	146.2269
409	146.8169
410	147.3239
411	147.6783
412	146.6082
413	146.1634
414	146.1528
415	146.0000
416	146.0000
417	146.0000
418	146.0000
419	146.1809
420	146.0772
421	146.0000
422	145.8669
423	145.6201
424	145.6754
425	145.0000
426	145.0000
427	145.2350
428	145.7950
429	144.9923
430	144.7553
431	145.0000
432	144.9805
433	144.9313
434	143.9914
435	143.6681
436	142.7008
437	142.0427
438	141.0726
439	140.1238
440	139.7559
441	139.1752
442	139.0420
443	138.5757
444	138.1863
445	138.6440
446	139.0000
447	139.0000
448	138.7886
449	138.3170
450	138.0000
451	138.0000
452	138.0000
453	138.4577
454	138.5722
455	138.0000
456	137.7822
457	137.2214
458	137.0000
459	137.0000
460	137.0000
461	137.1331
462	137.8114
463	136.8413
464	135.9314
465	135.1263
466	133.9321
467	133.2235
468	132.3333
469	132.3333
470	131.3958
471	132.0230
472	131.8609
473	132.4782
474	132.3759
475	133.1333
476	133.3333
477	133.3333
478	133.3848
479	133.1632
480	132.6523
481	132.0230
482	131.5380
483	131.9557
484	132.3333
485	132.3333
486	131.3287
487	130.7746
488	131.5995
489	131.5836
490	130.9818
491	130.3333
492	130.6251
493	131.4814
494	131.4899
495	129.1312
496	127.9889
497	126.1910
498	125.2209
499	124.2731
500	123.8984
501	124.8503
502	125.3315
503	126.2963
504	128.2151
505	129.2365
506	127.5868
507	126.4900
508	126.2954
509	126.6827
510	126.2681
511	126.3143
512	126.2130
513	125.5296
514	125.3333
515	125.2736
516	124.6766
517	123.4028
518	122.5136
519	122.8804
520	123.2197
521	123.4020
522	123.9711
523	124.3333
524	124.3053
525	123.8014
526	123.3333
527	122.8887
528	121.3333
529	121.1477
530	120.3333
531	120.3333
532	120.2373
533	119.3818
534	119.8427
535	120.3207
536	118.3805
537	118.3333
538	118.3333
539	118.3333
540	118.3333
541	119.1961
542	119.3333
543	119.3333
544	120.0222
545	119.3902
546	118.7742
547	118.4508
548	117.5098
549	117.0000
550	117.1860
551	117.3333
552	117.3333
553	117.2163
554	117.1314
555	117.3333
556	117.3333
557	117.3333
558	117.3333
559	117.3333
560	117.0744
561	116.3333
562	116.5325
563	117.3333
564	117.4727
565	118.2786
566	117.8150
567	117.8209
568	117.5537
569	116.3435
570	116.1029
571	115.3695
572	114.4331
573	114.9135
574	115.0000
575	115.0000
576	115.0000
577	114.9532
578	114.8701
579	114.5773
580	114.3347
581	114.0922
582	113.4292
583	114.0390
584	114.9130
585	115.7853
586	115.7892
587	115.3333
588	115.3333
589	115.3333
590	115.3333
591	115.1118
592	114.7349
593	114.6058
594	115.3333
595	115.3333
596	115.3333
597	115.3333
598	115.3333
599	115.3333
600	115.3333
601	115.3666
602	116.3291
603	115.3534
604	115.7918
605	114.7307
606	114.3624
607	115.1872
608	115.3333
609	115.3333
610	113.5502
611	113.1836
612	113.8304
613	114.0000
614	114.0000
615	114.0000
616	114.0000
617	114.0000
618	114.0000
619	114.0000
620	114.0000
621	114.0000
622	114.0000
623	114.0000
624	114.0000
625	114.0000
626	114.0000
627	114.0000
628	114.0000
629	114.0000
630	114.0000
631	114.0000
632	114.0000
633	114.0000
634	114.0356
635	114.9959
636	114.9968
637	116.9141
638	117.6785
639	117.9743
640	118.1881
641	119.2968
642	120.5095
643	120.1667
644	119.6261
645	119.4494
646	118.8657
647	118.7166
648	120.1578
649	121.4378
650	122.5684
651	123.0000
652	122.9353
653	122.1516
654	120.6642
655	119.2297
656	118.9622
657	118.4231
658	118.0000
659	118.3518
660	119.2695
661	120.3194
662	121.3333
663	121.3333
664	121.5151
665	122.4533
666	123.4234
667	124.3333
668	124.3407
669	124.3333
670	124.3333
671	125.2740
672	127.1142
673	127.5273
674	127.9696
675	126.9053
676	126.6254
677	126.6667
678	126.6667
679	127.1404
680	127.6948
681	128.3658
682	128.9132
683	128.9366
684	129.0347
685	129.4639
686	130.1986
687	131.1266
688	131.7044
689	132.3333
690	132.3333
691	132.3333
692	132.5924
693	133.3333
694	133.3333
695	133.3333
696	133.3333
697	133.3333
698	133.3333
699	133.3333
700	133.2596
701	132.3771
702	133.3333
703	133.3333
704	133.3333
705	133.3508
706	133.1098
707	133.2701
708	133.5765
709	134.9128
710	135.3333
711	134.9134
712	134.0415
713	133.4121
714	133.3333
715	133.7045
716	134.2799
717	135.5115
718	136.1994
719	135.6416
720	135.3333
721	135.4202
722	135.7099
723	136.0132
724	136.2557
725	137.1509
726	138.9631
727	139.9332
728	140.9033
729	141.6667
730	141.8799
731	142.7088
732	143.3061
733	143.9423
734	144.7231
735	145.4169
736	145.6654
737	146.6342
738	146.6667
739	147.5745
740	148.5446
741	149.2704
742	149.6584
743	149.0338
744	149.8646
745	150.5803
746	151.4178
747	152.3353
748	153.3054
749	153.6667
750	153.5346
751	153.3333
752	153.5305
753	154.1404
754	154.7927
755	155.3333
756	155.7329
757	156.3333
758	156.1068
759	155.6667
760	155.6667
761	155.9168
762	156.6667
763	156.6757
764	157.1241
765	158.0000
766	158.0000
767	158.0177
768	158.2904
769	159.0000
770	159.0000
771	159.0000
772	159.0000
773	159.4699
774	158.6684
775	159.6773
776	160.0397
777	160.0000
778	160.0000
779	160.0000
780	160.5658
781	160.8563
782	161.0000
783	161.5924
784	161.9385
785	162.7367
786	163.9402
787	163.9154
788	162.4954
789	162.4131
790	163.6114
791	164.2460
792	163.3234
793	164.0000
794	164.2636
795	165.0000
796	165.2444
797	165.7102
798	164.3333
799	164.4474
800	165.3123
801	165.0697
802	164.8272
803	164.5847
804	165.2897
805	165.3333
806	165.3333
807	165.9622
808	165.4823
809	165.0919
810	164.8870
811	164.1242
812	164.0965
813	164.4543
814	165.1382
815	165.9691
816	165.1215
817	164.9704
818	165.5444
819	165.6377
820	165.3958
821	165.3333
822	165.3333
823	165.1743
824	165.5417
825	166.3333
826	166.3333
827	166.3333
828	166.3333
829	166.3333
830	166.3333
831	166.3333
832	166.3612
833	166.3333
834	166.3107
835	166.0000
836	166.0000
837	166.0000
838	165.7752
839	165.5204
840	164.6364
841	164.8989
842	165.0000
843	165.7987
844	165.4678
845	165.0653
846	164.8227
847	164.8653
848	165.6493
849	166.0000
850	165.9395
851	166.0000
852	166.0000
853	166.0000
854	166.0000
855	166.1584
856	166.7655
857	166.6198
858	166.0000
859	166.4262
860	167.4063
861	166.9131
862	166.3916
863	165.4658
864	164.7448
865	164.7101
866	163.6914
867	163.7260
868	164.1802
869	164.6667
870	164.6667
871	164.6667
872	165.1485
873	165.5955
874	165.6667
875	164.8246
876	164.2987
877	163.9711
878	162.9762
879	162.6667
880	162.4980
881	162.8873
882	162.9419
883	163.1507
884	162.5948
885	162.0000
886	161.4867
887	161.0624
888	160.5465
889	160.0000
890	159.9403
891	159.5784
892	159.0000
893	158.6960
894	157.7756
895	157.0461
896	156.8507
897	156.5461
898	156.7886
899	157.0312
900	157.2478
901	156.9352
902	156.0000
903	156.0000
904	156.0000
905	156.0000
906	155.7518
907	155.1113
908	154.7861
909	154.0948
910	154.7958
911	154.3238
912	154.0000
913	154.7061
914	155.0000
915	154.3537
916	154.0000
917	154.0000
918	154.0000
919	154.0000
920	153.3790
921	152.3376
922	151.7337
923	151.1482
924	151.3417
925	151.6632
926	151.4206
927	151.1269
928	150.4368
929	148.7722
930	147.8021
931	147.0349
932	146.9655
933	146.7529
934	147.0000
935	147.0000
936	146.9769
937	146.0086
938	145.5107
939	145.3008
940	145.0025
941	145.0285
942	144.6142
943	144.0568
944	143.2206
945	143.0000
946	142.2804
947	141.3103
948	141.0000
949	141.0000
950	139.8000
951	139.0000
952	138.8758
953	138.5548
954	138.3701
955	138.6126
956	137.6542
957	135.6474
958	134.9794
959	134.3899
960	134.0000
961	133.7288
962	132.5979
963	131.2388
964	130.9844
965	130.3333
966	130.3333
967	130.3333
968	130.2714
969	129.3331
970	129.0828
971	128.8403
972	128.5977
973	130.7684
974	130.6323
975	130.1652
976	130.2352
977	129.5643
978	129.1878
979	127.6457
980	127.1081
981	127.9616
982	128.3333
983	128.7423
984	129.0000
985	128.9382
986	128.4762
987	128.0000
988	128.0000
989	127.1932
990	126.0000
991	125.8714
992	125.2713
993	124.6855
994	123.7154
995	123.0000
996	122.8749
997	122.3570
998	122.9587
999	122.7162
1000	122.4737
1001	122.2312
1002	121.9886
1003	121.7345
1004	121.0072
1005	121.2495
1006	118.5495
1007	118.4827
1008	118.5483
1009	118.0477
1010	118.8063
1011	119.0000
1012	119.3260
1013	119.6792
1014	119.3425
1015	119.0000
1016	119.3719
1017	119.7384
1018	120.0000
1019	120.6716
1020	121.3768
1021	122.0968
1022	122.2651
1023	121.6667
1024	122.0545
1025	122.6667
1026	122.3387
1027	121.6667
1028	121.9349
1029	122.6667
1030	122.9858
1031	124.0000
1032	124.0000
1033	124.0000
1034	124.0000
1035	123.9853
1036	123.7502
1037	123.9996
1038	124.4995
1039	124.9412
1040	124.8278
1041	124.2205
1042	124.8428
1043	125.2733
1044	126.1232
1045	126.3333
1046	126.3333
1047	126.2809
1048	126.3333
1049	126.9738
1050	127.3333
1051	127.3333
1052	127.3333
1053	127.3333
1054	127.3333
1055	127.8565
1056	128.7180
1057	129.3843
1058	129.9606
1059	130.0856
1060	129.3333
1061	129.8028
1062	131.2518
1063	131.4946
1064	129.6632
1065	131.3424
1066	133.4655
1067	134.3563
1068	134.4057
1069	135.3648
1070	135.8428
1071	136.5704
1072	138.2396
1073	138.3156
1074	138.7560
1075	139.9123
1076	140.2916
1077	140.2938
1078	141.1068
1079	141.8433
1080	142.3128
1081	142.3874
1082	142.0630
1083	142.0867
1084	142.3333
1085	142.4744
1086	143.2512
1087	143.9594
1088	144.2020
1089	144.4445
1090	144.6870
1091	145.0849
1092	145.6310
1093	146.3333
1094	146.3333
1095	146.4836
1096	147.4225
1097	148.2925
1098	148.3333
1099	148.3439
1100	149.0326
1101	150.4192
1102	151.3333
1103	151.3594
1104	152.3295
1105	151.0449
1106	151.9364
1107	152.9065
1108	153.0000
1109	153.0324
1110	153.0000
1111	152.2131
1112	152.0000
1113	152.7272
1114	153.7500
1115	154.6674
1116	155.4203
1117	156.5095
1118	157.0000
1119	156.4522
1120	156.0000
1121	156.4880
1122	156.9379
1123	157.1529
1124	157.7591
1125	158.3102
1126	159.0000
1127	158.8990
1128	158.4303
1129	158.3432
1130	159.0120
1131	159.4931
1132	160.4925
1133	161.3802
1134	161.3309
1135	161.0151
1136	160.3333
1137	160.3333
1138	160.3333
1139	160.3333
1140	160.8117
1141	160.6108
1142	161.1684
1143	161.5057
1144	161.4232
1145	161.3333
1146	162.0740
1147	162.2819
1148	162.3333
1149	162.7647
1150	162.6764
1151	162.4811
1152	162.1624
1153	161.6299
1154	161.8348
1155	162.3889
1156	162.7999
1157	163.5017
1158	163.6817
1159	163.2817
1160	162.3166
1161	160.9689
1162	160.2940
1163	158.9865
1164	158.4968
1165	157.2842
1166	156.2143
1167	156.0000
1168	156.0829
1169	157.0531
1170	158.0057
1171	158.0017
1172	159.2130
1173	160.4168
1174	160.9736
1175	161.8461
1176	162.0000
1177	162.0000
1178	162.0000
1179	162.0464
1180	162.0000
1181	161.5998
1182	161.2235
1183	161.0000
1184	161.1512
1185	161.7422
1186	162.0000
1187	162.2809
1188	162.3029
1189	161.8649
1190	161.4993
1191	161.5155
1192	161.3346
1193	160.8885
1194	160.5372
1195	160.5356
1196	160.6516
1197	160.5003
1198	161.0000
1199	160.8658
1200	160.0000
1201	159.9036
1202	158.9656
1203	158.2320
1204	157.9916
1205	157.0175
1206	156.5391
1207	156.2707
1208	156.0282
1209	156.0000
1210	156.0000
1211	156.2397
1212	155.9689
1213	154.6607
1214	154.8326
1215	155.0000
1216	154.4090
1217	153.3229
1218	152.7664
1219	152.3604
1220	151.8795
1221	151.1682
1222	150.1980
1223	149.6667
